date,portfolioAction,portfolioConfidence,portfolioScore,portfolioCoverage,portfolioRecoveryScore,marketAction,marketConfidence,marketScore,marketRecoveryScore,nextDayReturn,forwardReturn5d,forwardReturn20d,forwardReturn60d
2025-01-02,보유,녹색 대기,18,79.3,0.0799,홀딩,중립,-3,0.0161,1.9549,6.1829,6.1944,-3.3952
2025-01-03,분할 매수,약한 녹색,36,79.3,0.2768,홀딩,녹색 대기,18,0.2573,2.9958,3.5683,6.6542,-7.9407
2025-01-06,보유,녹색 대기,40,79.3,0.3579,홀딩,녹색 대기,17,0.3193,0.2275,-1.0891,3.0106,-18.172
2025-01-07,보유,녹색 대기,25,79.3,0.1246,홀딩,중립,2,0.0266,0.091,-0.8393,2.1848,-15.6748
2025-01-08,보유,녹색 대기,33,79.3,0.2293,홀딩,중립,8,0.1552,0.7664,0.0719,3.0732,-18.0152
2025-01-09,보유,녹색 대기,32,79.3,0.2242,홀딩,중립,6,0.1443,-0.5055,1.9088,3.5356,-11.1467
2025-01-10,보유,녹색 대기,18,79.3,0.0529,홀딩,중립,-3,-0.0786,-1.6399,4.5455,5.6257,-11.4632
2025-01-13,보유,중립,3,79.3,-0.0535,홀딩,중립,-6,-0.199,0.4628,4.8121,6.5876,-9.3008
2025-01-14,보유,중립,3,79.3,-0.0733,홀딩,중립,-7,-0.2172,0.9485,4.7057,6.2582,-8.5925
2025-01-15,보유,녹색 대기,16,79.3,0.0554,홀딩,중립,3,-0.0443,2.6411,6.6838,7.7025,-11.9577
2025-01-16,보유,녹색 대기,23,79.3,0.0302,홀딩,중립,5,-0.0854,1.9926,3.5157,6.1734,-12.7844
2025-01-17,보유,녹색 대기,34,79.3,0.148,홀딩,녹색 대기,15,0.0594,-1.247,2.6161,2.7606,-14.6581
2025-01-20,보유,녹색 대기,36,79.3,0.1583,홀딩,녹색 대기,18,0.0885,0.3719,-0.6977,3.6061,-13.8048
2025-01-21,보유,녹색 대기,42,79.3,0.2626,신규 매수,약한 녹색,27,0.2151,2.8464,-4.6532,0.5797,-15.6644
2025-01-22,보유,녹색 대기,51,79.3,0.4478,신규 매수,약한 녹색,39,0.4474,-0.3893,-5.3994,-3.3717,-15.3518
2025-01-23,보유,녹색 대기,39,79.3,0.2949,신규 매수,약한 녹색,30,0.2531,1.105,-5.0745,-3.0044,-14.8422
2025-01-24,보유,녹색 대기,40,79.3,0.3707,신규 매수,약한 녹색,37,0.3422,-4.4429,-3.8818,-4.1189,-13.1639
2025-01-31,분할 매수,약한 녹색,36,79.3,0.4314,신규 매수,약한 녹색,31,0.4349,-3.6604,0.0431,-3.831,-9.907
2025-02-03,보유,중립,7,79.3,-0.0638,홀딩,녹색 대기,13,-0.0901,2.0422,3.3807,-0.2367,-4.6826
2025-02-04,보유,녹색 대기,13,79.3,0.0063,홀딩,녹색 대기,21,-0.0547,-0.0072,2.2521,-1.1061,-8.2168
2025-02-05,보유,녹색 대기,18,79.3,0.1178,신규 매수,약한 녹색,27,0.05,2.3556,3.368,-3.4175,-7.2807
2025-02-06,보유,녹색 대기,21,79.3,0.2331,신규 매수,약한 녹색,28,0.1573,-0.541,2.4272,-6.865,-8.1038
2025-02-07,보유,중립,12,79.3,0.0535,홀딩,녹색 대기,20,-0.0594,-0.5077,2.3934,-6.2991,-6.9486
2025-02-10,분할 매수,약한 녹색,43,79.3,0.5557,신규 매수,약한 녹색,38,0.5818,0.9243,3.103,-7.3303,-6.3059
2025-02-11,분할 매수,약한 녹색,44,79.3,0.4638,신규 매수,약한 녹색,43,0.4641,1.1735,4.5373,-6.9934,-4.3101
2025-02-12,분할 매수,약한 녹색,36,79.3,0.4451,신규 매수,약한 녹색,34,0.4641,1.4196,4.5605,-6.9179,-3.9976
2025-02-13,분할 매수,약한 녹색,42,79.3,0.6219,신규 매수,강한 녹색,49,0.6646,-0.536,1.8014,-6.4038,-2.4303
2025-02-14,보유,녹색 대기,25,79.3,0.3912,신규 매수,약한 녹색,36,0.3786,0.1683,1.8887,-4.5438,-3.1936
2025-02-17,보유,녹색 대기,25,79.3,0.32,신규 매수,약한 녹색,36,0.2911,2.3162,-0.8727,-4.3768,-2.7158
2025-02-18,분할 매수,약한 녹색,39,79.3,0.5555,신규 매수,강한 녹색,47,0.6068,1.2444,-4.1923,-6.6804,-6.4765
2025-02-19,분할 매수,강한 녹색,52,79.3,0.6551,신규 매수,강한 녹색,53,0.7094,-1.263,-5.444,-6.7304,-6.3094
2025-02-20,분할 매수,강한 녹색,57,79.3,0.7625,신규 매수,강한 녹색,55,0.8807,-0.4789,-4.3532,-6.0856,-5.1011
2025-02-21,분할 매수,약한 녹색,35,79.3,0.1675,신규 매수,약한 녹색,32,0.1328,-2.5424,-7.842,-6.0891,-5.7253
2025-02-24,보유,녹색 대기,19,79.3,0.0713,홀딩,녹색 대기,20,0.0583,-1.2228,-5.4933,-3.9955,-3.1765
2025-02-25,보유,중립,-5,79.3,-0.2715,홀딩,중립,3,-0.3719,-0.0597,-3.2699,-2.3437,-1.3046
2025-02-26,보유,중립,10,79.3,-0.1127,홀딩,녹색 대기,13,-0.1818,-0.1112,-5.4799,-5.0254,-1.1882
2025-02-27,보유,위험 경계,-15,79.3,-0.3767,홀딩,위험 경계,-15,-0.5255,-4.1299,-6.6757,-6.927,0.1565
2025-02-28,보유,위험 경계,-18,79.3,-0.3884,홀딩,중립,-10,-0.4323,-0.0394,-2.5811,-6.2465,6.3199
2025-03-04,보유,위험 경계,-25,79.3,-0.493,홀딩,위험 경계,-23,-0.5656,1.1222,-4.1013,-5.124,4.4865
2025-03-05,보유,위험 경계,-17,79.3,-0.3703,홀딩,위험 경계,-16,-0.4271,-2.3227,-3.9056,-6.4843,2.9827
2025-03-06,비중 축소,약한 빨간색,-37,79.3,-0.5684,홀딩,위험 경계,-23,-0.6005,-1.377,-0.4847,-5.917,9.3254
2025-03-07,보유,위험 경계,-33,79.3,-0.5275,홀딩,위험 경계,-19,-0.5141,0.0901,2.9107,-7.3887,12.6427
2025-03-10,비중 축소,약한 빨간색,-49,79.3,-0.5698,홀딩,위험 경계,-30,-0.5811,-1.6501,4.3136,-15.4578,13.9117
2025-03-11,보유,위험 경계,-50,79.3,-0.4943,매도,약한 빨간색,-33,-0.5023,1.2616,6.4596,-11.1274,17.7173
2025-03-12,보유,위험 경계,-15,79.3,-0.3572,홀딩,위험 경계,-15,-0.3953,1.233,4.7389,-14.5395,18.1168
2025-03-13,보유,위험 경계,-18,79.3,-0.4727,홀딩,위험 경계,-18,-0.5505,2.0072,4.7768,-7.5647,15.9947
2025-03-14,보유,위험 경계,-13,79.3,-0.3396,홀딩,중립,-12,-0.3958,1.439,2.1062,-10.2157,12.5256
2025-03-17,보유,위험 경계,-13,79.3,-0.3816,홀딩,위험 경계,-14,-0.4651,0.3873,0.2046,-10.8182,14.124
2025-03-18,보유,위험 경계,-25,79.3,-0.5227,홀딩,위험 경계,-23,-0.6208,-0.3694,-0.4347,-10.1258,14.5859
2025-03-19,보유,중립,-8,79.3,-0.3947,홀딩,중립,-5,-0.4635,1.2591,0.3818,-12.2549,16.168
2025-03-20,보유,중립,-8,79.3,-0.4193,홀딩,중립,-7,-0.5104,-0.6649,-3.7346,-11.8758,15.7281
2025-03-21,보유,위험 경계,-13,79.3,-0.4224,홀딩,위험 경계,-13,-0.5104,-0.4023,-5.1195,-11.4201,17.0056
2025-03-24,보유,중립,-7,79.3,-0.3725,홀딩,중립,-2,-0.4448,-0.2562,-7.9627,-11.4275,17.4576
2025-03-25,보유,위험 경계,-14,89.7,-0.4566,홀딩,중립,-6,-0.5396,0.4277,-6.3495,-12.2311,19.6567
2025-03-26,보유,위험 경계,-19,89.7,-0.4873,홀딩,위험 경계,-14,-0.6099,-2.7333,-7.0282,-9.8962,20.5366
2025-03-27,보유,위험 경계,-22,89.7,-0.4976,홀딩,위험 경계,-18,-0.6141,-1.9019,-5.8963,-7.1932,23.6997
2025-03-28,보유,위험 경계,-29,89.7,-0.5919,매도,약한 빨간색,-26,-0.6974,-3.2239,-6.7093,-2.5385,26.2244
2025-03-31,보유,위험 경계,-33,89.7,-0.5962,매도,약한 빨간색,-35,-0.6724,0.9737,-11.5228,0.1306,32.4595
2025-04-01,보유,위험 경계,-31,89.7,-0.5828,매도,약한 빨간색,-30,-0.6505,-0.3087,-9.3673,1.0814,31.2253
2025-04-02,비중 축소,약한 빨간색,-35,89.7,-0.5665,매도,약한 빨간색,-34,-0.6344,-1.5304,-11.343,-0.1867,29.7611
2025-04-03,비중 축소,약한 빨간색,-50,89.7,-0.6278,매도,약한 빨간색,-47,-0.7194,-2.7566,-1.932,2.2961,31.6776
2025-04-04,비중 축소,강한 빨간색,-62,89.7,-0.7238,매도,강한 빨간색,-57,-0.8171,-8.2415,-0.0671,6.4248,32.9703
2025-04-07,비중 축소,강한 빨간색,-74,89.7,-0.6437,매도,강한 빨간색,-62,-0.6815,3.6291,9.8822,17.2757,46.2078
2025-04-08,비중 축소,강한 빨간색,-71,89.7,-0.7584,매도,강한 빨간색,-66,-0.8464,-2.5198,7.1443,13.3063,42.9227
2025-04-09,비중 축소,강한 빨간색,-74,89.7,-0.4411,홀딩,위험 경계,-43,-0.4144,9.0814,7.1004,19.6869,47.2586
2025-04-10,비중 축소,강한 빨간색,-55,89.7,-0.6909,매도,약한 빨간색,-49,-0.7824,-0.9295,-0.3381,11.2132,35.7205
2025-04-11,보유,위험 경계,-59,89.7,-0.412,홀딩,위험 경계,-47,-0.4266,0.6698,0.2785,15.6397,37.0912
2025-04-14,보유,위험 경계,-50,89.7,-0.4368,매도,약한 빨간색,-41,-0.4523,1.0038,-0.8134,13.3552,36.2178
2025-04-15,비중 축소,약한 빨간색,-47,89.7,-0.5217,매도,약한 빨간색,-39,-0.577,-2.5461,-3.4309,12.7054,36.8817
2025-04-16,비중 축소,강한 빨간색,-58,89.7,-0.6804,매도,약한 빨간색,-50,-0.7523,1.4194,2.2408,14.0655,41.1417
2025-04-17,보유,위험 경계,-44,89.7,-0.4462,매도,약한 빨간색,-35,-0.4757,-0.2427,1.0168,13.8727,38.0797
2025-04-18,보유,위험 경계,-45,89.7,-0.4451,매도,약한 빨간색,-35,-0.4757,-0.4225,4.3547,14.125,39.0572
2025-04-21,비중 축소,강한 빨간색,-57,89.7,-0.7146,매도,약한 빨간색,-50,-0.7919,-1.628,4.2452,13.4554,40.0478
