date,portfolioAction,portfolioConfidence,portfolioExposure,portfolioFixedExposure,portfolioScore,portfolioCrisisMode,portfolioCrisisScore,portfolioCrisisShock,portfolioCrisisTailRisk,portfolioCoverage,portfolioRecoveryScore,marketAction,marketConfidence,marketExposure,marketScore,marketRecoveryScore,closeToCloseReturn,nextOpenReturn,nextCloseReturn,nextDayReturn,strategyReturn,forwardReturn5d,forwardReturn20d,forwardReturn60d
2025-11-14,보유,녹색 대기,1,0.6,23,normal,0,0,0,89.7,0.0931,홀딩,중립,0.6,10,-0.0135,2.3929,-1.0731,-3.0966,-1.0731,-1.0731,-5.6311,0.221,29.1123
2025-11-17,보유,중립,0.8,0.6,5,normal,0,0,0,89.7,-0.0846,홀딩,중립,0.6,-10,-0.2396,-3.0966,-2.1555,-0.9332,-2.1555,-2.1555,-1.7127,1.0102,30.1593
2025-11-18,보유,녹색 대기,1,0.6,19,normal,0,0,0,89.7,0.1408,홀딩,중립,0.6,5,0.0932,-0.9332,3.1562,3.0686,3.1562,3.1562,-0.0282,2.4228,36.5859
2025-11-19,보유,녹색 대기,1,0.6,18,normal,0,0,0,89.7,0.0984,홀딩,중립,0.6,3,0.0318,3.0686,-6.8603,-6.0981,-6.8603,-6.8603,-1.2102,-2.0831,32.6945
2025-11-20,보유,위험 경계,0.75,0.6,-18,normal,1,0,0,89.7,-0.1717,홀딩,위험 경계,0.6,-27,-0.3041,-6.0981,1.5181,0.7752,1.5181,1.5181,6.5073,7.2139,47.6422
2025-11-21,보유,중립,0.8,0.6,-4,normal,0,0,0,89.7,-0.1795,홀딩,위험 경계,0.6,-18,-0.3135,0.7752,3.0426,2.1172,3.0426,3.0426,4.9294,7.3129,46.023
2025-11-24,보유,녹색 대기,1,0.6,19,normal,0,0,0,89.7,0.4874,홀딩,중립,0.6,12,0.5099,2.1172,-0.4587,1.5936,-0.4587,-0.4587,0.3715,4.7759,46.9044
2025-11-25,분할 매수,약한 녹색,1,1,30,normal,0,0,0,89.7,0.4573,홀딩,녹색 대기,0.6,23,0.4557,1.5936,1.9206,1.3497,1.9206,1.9206,2.9502,5.365,48.248
2025-11-26,보유,녹색 대기,1,0.6,28,normal,0,0,0,89.7,0.3319,홀딩,녹색 대기,0.6,20,0.3094,1.3497,0.3623,-0.7266,0.3623,0.3623,1.6467,2.2993,46.6171
2025-11-27,보유,녹색 대기,1,0.6,29,normal,0,0,0,89.7,0.3531,홀딩,녹색 대기,0.6,21,0.3276,-0.7266,0.0131,-0.8629,0.0131,0.0131,0.8588,2.8677,45.0826
2025-11-28,분할 매수,약한 녹색,1,1,40,normal,0,0,0,89.7,0.562,신규 매수,약한 녹색,1,29,0.5708,-0.8629,-1.4323,1.8161,-1.4323,-1.4323,3.0187,3.3048,33.5952
2025-12-01,분할 매수,약한 녹색,1,1,38,normal,0,0,0,89.7,0.4982,신규 매수,약한 녹색,1,28,0.5266,1.8161,2.1019,1.4378,2.1019,2.1019,4.7914,5.1517,39.0536
2025-12-02,분할 매수,약한 녹색,1,1,42,normal,0,0,0,89.7,0.5147,신규 매수,약한 녹색,1,32,0.5469,1.4378,0.6528,-0.5018,0.6528,0.6528,2.8379,8.2043,35.5102
2025-12-03,분할 매수,약한 녹색,1,1,43,normal,0,0,0,89.7,0.4632,신규 매수,약한 녹색,1,26,0.4719,-0.5018,-0.413,1.7425,-0.413,-0.413,3.0209,9.5471,27.8376
2025-12-04,보유,녹색 대기,1,0.6,27,normal,0,0,0,89.7,0.2362,홀딩,녹색 대기,0.6,21,0.1891,1.7425,2.1575,0.9601,2.1575,2.1575,2.758,13.0003,35.7841
2025-12-05,분할 매수,약한 녹색,1,1,30,normal,0,0,0,89.7,0.3277,홀딩,녹색 대기,0.6,25,0.3328,0.9601,0.2214,-0.3223,0.2214,0.2214,-1.6934,8.5868,35.2634
2025-12-08,보유,녹색 대기,1,0.6,25,normal,0,0,0,89.7,0.199,홀딩,녹색 대기,0.6,22,0.1578,-0.3223,0.2151,0.3005,0.2151,0.2151,-2.1801,8.0932,32.635
2025-12-09,보유,녹색 대기,1,0.6,29,normal,0,0,0,89.7,0.2645,신규 매수,약한 녹색,1,26,0.274,0.3005,0.8305,-0.2288,0.8305,0.8305,-3.1389,9.9686,29.1389
2025-12-10,보유,녹색 대기,1,0.6,29,normal,0,0,0,89.7,0.3528,홀딩,녹색 대기,0.6,24,0.3844,-0.2288,-0.6717,1.0646,-0.6717,-0.6717,-5.3155,10.6044,30.8624
2025-12-11,분할 매수,약한 녹색,1,1,31,normal,0,0,0,89.7,0.3442,홀딩,녹색 대기,0.6,33,0.375,1.0646,-2.2626,-2.8636,-2.2626,-2.2626,-2.8962,10.9697,36.7205
2025-12-12,보유,녹색 대기,1,0.6,25,normal,0,0,0,89.7,0.2969,홀딩,녹색 대기,0.6,24,0.2828,-2.8636,-0.2796,-1.885,-0.2796,-0.2796,0.9853,14.6289,40.8982
2025-12-15,보유,녹색 대기,1,0.6,17,normal,0,0,0,89.7,0.194,홀딩,녹색 대기,0.6,24,0.187,-1.885,-0.7791,1.4562,-0.7791,-0.7791,1.9201,16.7004,41.7887
2025-12-16,보유,녹색 대기,1,0.6,26,normal,0,0,0,89.7,0.3275,신규 매수,약한 녹색,1,35,0.3589,1.4562,-1.4042,-1.8912,-1.4042,-1.4042,2.8186,18.3107,47.0885
2025-12-17,보유,중립,0.8,0.6,5,normal,0,0,0,89.7,-0.0547,홀딩,중립,0.6,3,-0.1266,-1.8912,1.8777,0.9852,1.8777,1.8777,3.1921,20.5519,43.0561
2025-12-18,보유,중립,0.8,0.6,0,normal,0,0,0,89.7,-0.0958,홀딩,중립,0.6,4,-0.1062,0.9852,1.6429,2.553,1.6429,1.6429,2.1482,15.0272,42.1071
2025-12-19,분할 매수,약한 녹색,1,1,35,normal,0,0,0,89.7,0.3504,홀딩,녹색 대기,0.6,38,0.4141,2.553,0.6311,-0.2081,0.6311,0.6311,0.9939,17.557,40.7902
2025-12-22,분할 매수,약한 녹색,1,1,30,normal,0,0,0,89.7,0.3448,홀딩,녹색 대기,0.6,37,0.3911,-0.2081,0.0163,-0.8055,0.0163,0.0163,0.661,16.4918,38.7191
2025-12-23,분할 매수,강한 녹색,1,1,49,normal,0,0,0,89.7,0.6206,신규 매수,강한 녹색,1,59,0.7198,-0.8055,-1.0052,0.3932,-1.0052,-1.0052,5.6761,15.4648,30.8008
2025-12-24,분할 매수,강한 녹색,1,1,45,normal,0,0,0,89.7,0.5748,신규 매수,강한 녹색,1,56,0.7008,0.3932,0.8209,1.6786,0.8209,0.8209,8.7388,16.1016,28.4406
2025-12-26,분할 매수,강한 녹색,1,1,56,normal,0,0,0,89.7,0.6388,신규 매수,강한 녹색,1,68,0.7591,1.6786,0.5481,-0.1787,0.5481,0.5481,10.4894,20.139,24.7802
2025-12-29,분할 매수,강한 녹색,1,1,59,normal,0,0,0,89.7,0.7424,신규 매수,강한 녹색,1,74,0.8849,-0.1787,0.2717,3.1687,0.2717,0.2717,8.0563,23.1328,29.8392
2025-12-30,분할 매수,강한 녹색,1,1,54,normal,0,0,0,89.7,0.6261,신규 매수,강한 녹색,1,69,0.7591,3.1687,4.9248,3.715,4.9248,4.9248,7.5046,21.8506,34.4342
2026-01-02,분할 매수,강한 녹색,1,1,62,normal,0,0,0,89.7,0.7739,신규 매수,강한 녹색,1,73,0.8802,3.715,1.9443,0.6945,1.9443,1.9443,4.4702,15.06,24.1602
2026-01-05,분할 매수,강한 녹색,1,1,59,normal,0,0,0,89.7,0.7169,신규 매수,강한 녹색,1,69,0.801,0.6945,2.4546,0.5489,2.4546,2.4546,4.0081,13.0447,22.6795
2026-01-06,분할 매수,강한 녹색,1,1,60,normal,0,0,0,89.7,0.6323,신규 매수,강한 녹색,1,70,0.7135,0.5489,-1.6554,-0.0552,-1.6554,-1.6554,1.2316,11.6764,22.5013
2026-01-07,분할 매수,강한 녹색,1,1,55,normal,0,0,0,89.7,0.6135,신규 매수,강한 녹색,1,60,0.6682,-0.0552,-0.1976,-0.4429,-0.1976,-0.1976,3.9299,12.2676,28.8791
2026-01-08,분할 매수,강한 녹색,1,1,46,normal,0,0,0,89.7,0.4296,신규 매수,강한 녹색,1,52,0.4422,-0.4429,1.9619,1.812,1.9619,1.9619,5.6552,8.0458,30.665
2026-01-09,분할 매수,강한 녹색,1,1,61,normal,0,0,0,89.7,0.7126,신규 매수,강한 녹색,1,69,0.7901,1.812,1.4916,0.9667,1.4916,1.4916,4.0915,12.1918,29.8961
2026-01-12,분할 매수,강한 녹색,1,1,53,normal,0,0,0,89.7,0.6134,신규 매수,강한 녹색,1,60,0.6682,0.9667,-0.3259,1.5389,-0.3259,-0.3259,2.9805,11.687,26.8141
2026-01-13,분할 매수,강한 녹색,1,1,52,normal,0,0,0,89.7,0.5338,신규 매수,강한 녹색,1,56,0.5667,1.5389,0.9538,0.3355,0.9538,0.9538,0.7217,10.8786,34.5324
2026-01-14,분할 매수,강한 녹색,1,1,46,normal,0,0,0,89.7,0.3245,신규 매수,강한 녹색,1,50,0.3094,0.3355,1.4894,1.3393,1.4894,1.4894,3.5637,11.8638,36.1976
2026-01-15,분할 매수,강한 녹색,1,1,54,normal,0,0,0,89.7,0.3855,신규 매수,강한 녹색,1,59,0.3844,1.3393,0.4658,0.5638,0.4658,0.4658,1.7642,9.7764,35.0465
2026-01-16,분할 매수,강한 녹색,1,1,51,normal,0,0,0,89.7,0.4933,신규 매수,강한 녹색,1,53,0.5109,0.5638,0.4172,-1.142,0.4172,0.4172,0.4107,11.9872,35.5237
2026-01-19,분할 매수,강한 녹색,1,1,46,normal,0,0,0,89.7,0.2899,신규 매수,강한 녹색,1,48,0.2719,-1.142,-2.5057,0.0191,-2.5057,-2.5057,-0.4246,11.8347,35.3688
2026-01-20,분할 매수,약한 녹색,1,1,32,normal,0,0,0,89.7,0.0844,홀딩,녹색 대기,0.6,24,0.0005,0.0191,3.7732,1.5679,3.7732,3.7732,6.585,18.3441,40.8324
2026-01-21,분할 매수,강한 녹색,1,1,45,normal,0,0,0,89.7,0.2522,신규 매수,약한 녹색,1,43,0.2255,1.5679,-0.2606,-0.0633,-0.2606,-0.2606,5.661,14.7524,37.6631
2026-01-22,분할 매수,강한 녹색,1,1,51,normal,0,0,0,89.7,0.4191,신규 매수,강한 녹색,1,50,0.4307,-0.0633,-0.8605,-0.9955,-0.8605,-0.8605,5.2348,19.3096,42.9952
2026-01-23,분할 매수,강한 녹색,1,1,52,normal,0,0,0,89.7,0.4852,신규 매수,강한 녹색,1,56,0.5214,-0.9955,-0.4146,2.7137,-0.4146,-0.4146,5.34,20.4675,45.156
2026-01-26,분할 매수,강한 녹색,1,1,55,normal,0,0,0,89.7,0.5221,신규 매수,강한 녹색,1,61,0.5557,2.7137,4.2409,2.698,4.2409,4.2409,5.8717,22.1052,51.7261
2026-01-27,분할 매수,강한 녹색,1,1,56,normal,0,0,0,89.7,0.6505,신규 매수,강한 녹색,1,62,0.7135,2.698,2.879,1.3297,2.879,2.879,2.844,16.1266,50.3869
2026-01-28,분할 매수,강한 녹색,1,1,59,normal,0,0,0,89.7,0.6189,신규 매수,강한 녹색,1,64,0.6802,1.3297,-0.6293,0.9312,-0.6293,-0.6293,-1.1809,4.29,41.8397
2026-01-29,분할 매수,강한 녹색,1,1,51,normal,0,0,0,89.7,0.3352,신규 매수,강한 녹색,1,51,0.3057,0.9312,-0.7798,-5.679,-0.7798,-0.7798,-4.4177,7.4645,46.8177
2026-01-30,분할 매수,강한 녹색,1,1,45,normal,0,0,0,89.7,0.2374,신규 매수,약한 녹색,1,44,0.1854,-5.679,0.1048,6.5444,0.1048,0.1048,1.8638,7.6285,51.9501
2026-02-02,분할 매수,강한 녹색,1,1,47,normal,0,0,0,89.7,0.2679,신규 매수,강한 녹색,1,51,0.2432,6.5444,1.3328,0.7419,1.3328,1.3328,2.928,2.4601,65.1311
2026-02-03,분할 매수,약한 녹색,1,1,38,normal,0,0,0,89.7,0.1107,신규 매수,약한 녹색,1,30,0.0219,0.7419,-1.161,-3.714,-1.161,-1.161,0.4476,6.3853,67.9289
2026-02-04,분할 매수,약한 녹색,1,1,39,normal,0,0,0,89.7,0.1323,신규 매수,약한 녹색,1,34,0.0219,-3.714,-3.8659,-1.4469,-3.8659,-3.8659,3.4666,9.7111,63.8746
2026-02-05,보유,녹색 대기,1,0.6,25,normal,0,0,0,89.7,-0.0296,홀딩,중립,0.6,0,-0.1693,-1.4469,5.8338,4.4506,5.8338,5.8338,7.2098,12.3825,81.1647
2026-02-06,분할 매수,약한 녹색,1,1,43,normal,0,0,0,89.7,0.2713,신규 매수,약한 녹색,1,38,0.2328,4.4506,1.0528,-0.255,1.0528,1.0528,3.7916,3.8,73.1672
2026-02-09,분할 매수,강한 녹색,1,1,50,normal,0,0,0,89.7,0.2865,신규 매수,약한 녹색,1,43,0.2193,-0.255,-1.0847,0.0644,-1.0847,-1.0847,3.0169,4.9213,64.0118
2026-02-10,분할 매수,강한 녹색,1,1,48,normal,0,0,0,89.7,0.278,신규 매수,약한 녹색,1,44,0.2198,0.0644,1.7963,2.0749,1.7963,1.7963,7.1623,9.6938,73.5198
2026-02-11,분할 매수,강한 녹색,1,1,49,normal,0,0,0,89.7,0.2875,신규 매수,강한 녹색,1,46,0.2542,2.0749,-0.4082,-0.5881,-0.4082,-0.4082,5.9721,8.3131,67.9921
2026-02-12,분할 매수,약한 녹색,1,1,36,normal,0,0,0,89.7,0.0157,홀딩,녹색 대기,0.6,21,-0.1026,-0.5881,2.4415,2.3988,2.4415,2.4415,10.2066,9.2312,56.885
2026-02-13,분할 매수,약한 녹색,1,1,32,normal,0,0,0,89.7,0.0365,홀딩,중립,0.6,12,-0.0615,2.3988,0.279,1.5753,0.279,0.279,7.7251,9.5166,55.6317
2026-02-19,분할 매수,약한 녹색,1,1,35,normal,0,0,0,89.7,0.0581,홀딩,녹색 대기,0.6,15,-0.0505,1.5753,2.8275,1.6964,2.8275,2.8275,8.3327,5.1005,50.1232
2026-02-20,분할 매수,강한 녹색,1,1,47,normal,0,0,0,89.7,0.1971,신규 매수,약한 녹색,1,40,0.1203,1.6964,0.6966,2.1277,0.6966,0.6966,4.5917,3.456,51.6963
2026-02-23,분할 매수,약한 녹색,1,1,36,normal,0,0,0,89.7,0.0327,홀딩,중립,0.6,11,-0.1083,2.1277,3.4986,0.7883,3.4986,3.4986,-3.7291,3.482,58.4381
