date,portfolioAction,portfolioConfidence,portfolioExposure,portfolioFixedExposure,portfolioScore,portfolioCoverage,portfolioRecoveryScore,marketAction,marketConfidence,marketExposure,marketScore,marketRecoveryScore,closeToCloseReturn,nextOpenReturn,nextCloseReturn,nextDayReturn,strategyReturn,forwardReturn5d,forwardReturn20d,forwardReturn60d
2023-02-28,보유,녹색 대기,0.651,0.6,34,51.8,0.3814,신규 매수,약한 녹색,1,32,0.4073,-1.1327,-0.1132,0.0057,-0.1132,-0.1132,0.3859,4.5065,15.5545
2023-03-02,보유,녹색 대기,0.6315,0.6,21,51.8,0.1489,홀딩,녹색 대기,0.6,22,0.1115,0.0057,0.4815,1.5366,0.4815,0.4815,-0.98,8.0963,16.2512
2023-03-03,보유,녹색 대기,0.648,0.6,32,51.8,0.3962,신규 매수,약한 녹색,1,35,0.4094,1.5366,0.7441,-0.4882,0.7441,0.7441,-1.6587,5.4948,13.5239
2023-03-06,보유,녹색 대기,0.6345,0.6,23,51.8,0.3033,신규 매수,약한 녹색,1,28,0.3047,-0.4882,-1.2987,-0.714,-1.2987,-1.2987,-2.7283,3.8299,14.2986
2023-03-07,보유,중립,0.6014999999999999,0.6,1,51.8,-0.0572,홀딩,중립,0.6,5,-0.1479,-0.714,0.5858,0.2535,0.5858,0.5858,-1.7005,4.5083,15.0957
2023-03-08,보유,녹색 대기,0.627,0.6,18,51.8,0.1638,홀딩,녹색 대기,0.6,15,0.1495,0.2535,-1.4655,-1.6099,-1.4655,-1.4655,-3.3495,3.1927,13.8931
2023-03-09,보유,중립,0.603,0.6,2,51.8,-0.1761,홀딩,중립,0.6,-10,-0.2552,-1.6099,-0.2123,0.3669,-0.2123,-0.2123,0.8395,6.0619,14.7889
2023-03-10,보유,위험 경계,0.5805,0.6,-13,51.8,-0.3459,홀딩,위험 경계,0.6,-28,-0.4526,0.3669,-0.3619,-1.9891,-0.3619,-0.3619,1.5082,7.1637,15.1602
2023-03-13,보유,위험 경계,0.55,0.6,-40,51.8,-0.4197,매도,약한 빨간색,0.2,-52,-0.5383,-1.9891,-0.248,0.4971,-0.248,-0.248,2.0586,8.7271,17.4271
2023-03-14,보유,위험 경계,0.55,0.6,-37,51.8,-0.4398,매도,약한 빨간색,0.2,-41,-0.5422,0.4971,-1.1092,0.3482,-1.1092,-1.1092,2.3252,9.3911,18.9468
2023-03-15,보유,위험 경계,0.55,0.6,-39,51.8,-0.4424,매도,약한 빨간색,0.2,-47,-0.5315,0.3482,2.8364,2.5759,2.8364,2.8364,3.9288,9.5576,20.7
2023-03-16,보유,중립,0.6044999999999999,0.6,3,51.8,-0.0819,홀딩,중립,0.6,-4,-0.0792,2.5759,0.4438,-0.1054,0.4438,0.4438,2.5388,6.8255,17.7987
2023-03-17,보유,위험 경계,0.567,0.6,-22,51.8,-0.3385,홀딩,위험 경계,0.6,-29,-0.4324,-0.1054,0.159,0.1313,0.159,0.159,2.779,4.5282,17.0709
2023-03-20,보유,중립,0.603,0.6,2,51.8,-0.2081,홀딩,중립,0.6,-11,-0.2635,0.1313,0.0262,1.02,0.0262,0.0262,2.1106,4.5376,16.1217
2023-03-21,보유,녹색 대기,0.624,0.6,16,51.8,0.097,홀딩,중립,0.6,11,0.0979,1.02,0.4242,0.0139,0.4242,0.4242,4.4651,4.2745,15.918
2023-03-22,보유,녹색 대기,0.6255,0.6,17,51.8,-0.0128,홀딩,중립,0.6,10,-0.0474,0.0139,1.4625,1.7337,1.4625,1.4625,3.7276,3.3253,15.3441
2023-03-23,보유,녹색 대기,0.636,0.6,24,51.8,-0.0309,홀딩,중립,0.6,9,-0.1057,1.7337,0.6789,-0.2128,0.6789,0.6789,5.579,1.7856,11.761
2023-03-24,보유,중립,0.6164999999999999,0.6,11,51.8,-0.2015,홀딩,중립,0.6,-4,-0.349,-0.2128,-0.4937,0.1523,-0.4937,-0.4937,2.8665,1.2302,12.3277
2023-03-27,보유,중립,0.6044999999999999,0.6,3,51.8,-0.2218,홀딩,중립,0.6,-8,-0.3604,0.1523,2.2928,-0.0438,2.2928,2.2928,2.5004,1.0951,12.446
2023-03-28,보유,녹색 대기,0.627,0.6,18,51.8,0.0278,홀딩,중립,0.6,11,-0.0536,-0.0438,-0.0427,1.6476,-0.0427,-0.0427,-0.1693,-2.1773,10.1993
2023-03-29,분할 매수,약한 녹색,1,1,44,51.8,0.4627,신규 매수,약한 녹색,1,38,0.5271,1.6476,3.2954,1.0648,3.2954,3.2954,-0.8596,-1.8255,11.3833
2023-03-30,분할 매수,강한 녹색,1,1,53,51.8,0.6441,신규 매수,강한 녹색,1,61,0.75,1.0648,-1.8071,-0.1881,-1.8071,-1.8071,-2.7073,-3.496,7.8549
2023-03-31,분할 매수,강한 녹색,1,1,56,51.8,0.6763,신규 매수,강한 녹색,1,62,0.7625,-0.1881,-0.8406,-0.8967,-0.8406,-0.8406,-0.12,-1.2182,10.0376
2023-04-03,분할 매수,강한 녹색,1,1,58,51.8,0.6282,신규 매수,강한 녹색,1,59,0.6573,-0.8967,-0.6495,-0.0215,-0.6495,-0.6495,1.8276,1.3892,12.099
2023-04-04,분할 매수,강한 녹색,1,1,51,51.8,0.5539,신규 매수,강한 녹색,1,57,0.6229,-0.0215,-0.6766,-1.4999,-0.6766,-0.6766,2.8467,0.3731,13.0463
2023-04-05,분할 매수,강한 녹색,1,1,48,51.8,0.5298,신규 매수,강한 녹색,1,53,0.5932,-1.4999,1.2688,2.6365,1.2688,1.2688,2.5425,-0.2382,13.6215
2023-04-06,분할 매수,약한 녹색,1,1,41,51.8,0.4877,신규 매수,강한 녹색,1,52,0.5547,2.6365,0.8155,0.2458,0.8155,0.8155,1.524,-1.108,10.9275
2023-04-07,분할 매수,강한 녹색,1,1,48,51.8,0.5625,신규 매수,강한 녹색,1,56,0.5901,0.2458,1.0801,1.4225,1.0801,1.0801,-1.0141,-2.7514,8.327
2023-04-10,분할 매수,강한 녹색,1,1,55,51.8,0.6562,신규 매수,강한 녹색,1,57,0.7052,1.4225,0.3326,-0.6476,0.3326,0.3326,-1.9043,-3.8096,6.4943
2023-04-11,분할 매수,강한 녹색,1,1,55,51.8,0.5914,신규 매수,강한 녹색,1,57,0.5984,-0.6476,-0.9764,-1.0204,-0.9764,-0.9764,-2.4365,-4.6708,6.5378
2023-04-12,보유,녹색 대기,0.642,0.6,28,51.8,0.1833,신규 매수,약한 녹색,1,34,0.124,-1.0204,0.2933,-0.3723,0.2933,0.2933,-1.9362,-3.0155,8.227
2023-04-13,분할 매수,강한 녹색,1,1,47,51.8,0.4893,신규 매수,강한 녹색,1,56,0.5135,-0.3723,-1.6992,-0.1831,-1.6992,-1.6992,-2.2522,-2.0673,9.4294
2023-04-14,분할 매수,강한 녹색,1,1,49,51.8,0.5664,신규 매수,강한 녹색,1,60,0.6083,-0.1831,0.1698,-0.6063,0.1698,0.1698,-0.4264,-0.3719,12.5853
2023-04-17,분할 매수,약한 녹색,1,1,37,51.8,0.4918,신규 매수,강한 녹색,1,50,0.5167,-0.6063,-0.2155,0.244,-0.2155,-0.2155,-1.2295,0.9342,12.9279
2023-04-18,분할 매수,강한 녹색,1,1,46,51.8,0.667,신규 매수,강한 녹색,1,61,0.7417,0.244,-0.4732,-0.8493,-0.4732,-0.4732,-2.2444,3.4698,14.1103
2023-04-19,분할 매수,약한 녹색,1,1,44,51.8,0.7268,신규 매수,강한 녹색,1,56,0.799,-0.8493,-0.0523,0.845,-0.0523,-0.0523,-1.4848,5.0126,14.1243
2023-04-20,분할 매수,강한 녹색,1,1,46,51.8,0.7416,신규 매수,강한 녹색,1,59,0.8333,0.845,0.1429,-1.0404,0.1429,0.1429,-0.0166,7.3934,13.1288
2023-04-21,분할 매수,약한 녹색,1,1,34,51.8,0.6133,신규 매수,강한 녹색,1,46,0.65,-1.0404,-0.6324,-1.2015,-0.6324,-0.6324,0.3401,3.1805,11.1424
2023-04-24,분할 매수,약한 녹색,1,1,38,51.8,0.6879,신규 매수,강한 녹색,1,53,0.7417,-1.2015,-1.2442,-0.0135,-1.2442,-1.2442,2.7025,6.2388,13.343
2023-04-25,보유,중립,0.591,0.6,-6,51.8,0.1345,홀딩,녹색 대기,0.6,13,0.1182,-0.0135,0.3064,1.1872,0.3064,0.3064,2.3297,8.7455,15.0492
2023-04-26,보유,중립,0.6044999999999999,0.6,3,51.8,0.2866,신규 매수,약한 녹색,1,25,0.3188,1.1872,1.4409,0.4418,1.4409,1.4409,0.7532,12.7494,15.0611
2023-04-27,보유,중립,0.6164999999999999,0.6,11,51.8,0.4002,신규 매수,약한 녹색,1,32,0.4115,0.4418,0.506,0.784,0.506,0.506,-0.3151,11.6493,11.9604
2023-04-28,보유,녹색 대기,0.63,0.6,20,51.8,0.4409,신규 매수,약한 녹색,1,35,0.4615,0.784,1.6602,-0.4139,1.6602,1.6602,-1.6728,8.9875,14.2909
2023-05-02,보유,녹색 대기,0.621,0.6,14,51.8,0.354,신규 매수,약한 녹색,1,28,0.3177,-0.4139,-1.4542,-1.1519,-1.4542,-1.4542,-3.2152,8.8327,14.1885
2023-05-03,보유,중립,0.606,0.6,4,51.8,0.2653,홀딩,녹색 대기,0.6,24,0.2552,-1.1519,-1.228,0.9181,-1.228,-1.228,-2.3352,9.8625,16.1924
2023-05-04,보유,중립,0.5985,0.6,-1,51.8,0.1042,홀딩,녹색 대기,0.6,14,0.0896,0.9181,0.3762,-0.7489,0.3762,0.3762,-0.3368,10.6784,18.0425
2023-05-08,보유,중립,0.6074999999999999,0.6,5,51.8,0.1957,홀딩,녹색 대기,0.6,24,0.2021,-0.7489,-0.8689,-0.828,-0.8689,-0.8689,0.4921,9.4785,14.4925
2023-05-09,보유,중립,0.597,0.6,-2,51.8,0.0568,홀딩,녹색 대기,0.6,18,0.0552,-0.828,-0.0261,-0.1146,-0.0261,-0.0261,1.4045,10.5564,15.2619
2023-05-10,보유,중립,0.6014999999999999,0.6,1,51.8,0.0911,홀딩,녹색 대기,0.6,19,0.1068,-0.1146,-0.5884,0.5867,-0.5884,-0.5884,2.9319,12.3113,15.0428
2023-05-11,보유,중립,0.594,0.6,-4,51.8,0.0966,홀딩,녹색 대기,0.6,15,0.1271,0.5867,0.7753,-0.6913,0.7753,0.7753,5.9323,14.1839,17.2849
2023-05-12,보유,중립,0.5925,0.6,-5,51.8,0.0966,홀딩,녹색 대기,0.6,15,0.1271,-0.6913,1.2132,1.9655,1.2132,1.2132,6.1976,13.5891,14.4121
2023-05-15,보유,중립,0.594,0.6,-4,51.8,0.2121,홀딩,녹색 대기,0.6,24,0.299,1.9655,0.0248,0.4335,0.0248,0.0248,7.3013,12.7315,12.429
2023-05-16,보유,중립,0.612,0.6,8,58.7,0.2183,홀딩,녹색 대기,0.6,21,0.2208,0.4702,1.5484,1.5603,1.5484,1.5484,3.3023,13.4004,14.2931
2023-05-17,보유,녹색 대기,0.6405,0.6,27,58.7,0.4357,신규 매수,약한 녹색,1,42,0.4896,1.5603,2.4623,2.7432,2.4623,2.4623,4.4191,11.1156,11.3189
2023-05-18,보유,녹색 대기,0.6555,0.6,37,58.7,0.6369,신규 매수,강한 녹색,1,48,0.7307,2.7432,0.7604,-0.2334,0.7604,0.7604,3.1454,8.1878,8.5891
2023-05-19,보유,녹색 대기,0.6675,0.6,45,58.7,0.6213,신규 매수,강한 녹색,1,49,0.6708,-0.2334,1.8396,-0.2631,1.8396,1.8396,6.0926,7.5451,6.6727
2023-05-22,보유,녹색 대기,0.657,0.6,38,58.7,0.4632,신규 매수,약한 녹색,1,39,0.4885,-0.2631,-3.1582,-0.459,-3.1582,-3.1582,4.8183,3.9037,4.2454
2023-05-23,보유,녹색 대기,0.6345,0.6,23,58.7,0.109,홀딩,녹색 대기,0.6,22,0.0531,-0.459,2.6372,2.2829,2.6372,2.6372,6.3998,8.5452,9.3499
2023-05-24,보유,녹색 대기,0.6315,0.6,21,58.7,0.0653,홀딩,녹색 대기,0.6,14,-0.0125,2.2829,1.2212,2.1661,1.2212,1.2212,5.1606,5.3837,7.7537
2023-05-25,보유,녹색 대기,0.657,0.6,38,58.7,0.3006,신규 매수,약한 녹색,1,30,0.2568,2.1661,3.6453,3.3419,3.6453,3.6453,3.1645,4.0737,5.2188
2023-05-26,보유,녹색 대기,0.6585,0.6,39,58.7,0.4145,신규 매수,약한 녹색,1,40,0.4255,3.3419,0.5176,-0.6413,0.5176,0.5176,-0.8338,1.4626,4.1366
2023-05-30,분할 매수,강한 녹색,1,1,51,58.7,0.4085,신규 매수,강한 녹색,1,45,0.3552,-0.6413,-1.6724,-0.9683,-1.6724,-1.6724,-2.0175,0.9518,1.3038
2023-05-31,분할 매수,강한 녹색,1,1,46,58.7,0.3619,신규 매수,약한 녹색,1,42,0.3099,-0.9683,1.452,0.7988,1.452,1.452,-0.0289,2.957,2.4391
2023-06-01,분할 매수,강한 녹색,1,1,56,58.7,0.712,신규 매수,강한 녹색,1,56,0.7458,0.7988,-0.6976,-0.7747,-0.6976,-0.6976,-0.2455,2.4747,0.9894
2023-06-02,보유,녹색 대기,0.6795,0.6,53,58.7,0.7721,신규 매수,강한 녹색,1,55,0.8484,-0.7747,-0.4125,-0.315,-0.4125,-0.4125,1.5201,3.2712,3.6624
2023-06-05,보유,녹색 대기,0.6705,0.6,47,58.7,0.6143,신규 매수,강한 녹색,1,55,0.6688,-0.315,-0.6753,-0.6901,-0.6753,-0.6753,2.1889,3.4838,4.3837
2023-06-07,보유,녹색 대기,0.6719999999999999,0.6,48,58.7,0.6325,신규 매수,강한 녹색,1,47,0.6568,-0.6901,0.3234,1.9604,0.3234,0.3234,3.5075,3.4488,5.578
2023-06-08,분할 매수,강한 녹색,1,1,55,58.7,0.7428,신규 매수,강한 녹색,1,59,0.838,1.9604,1.2388,-0.4224,1.2388,1.2388,3.0794,1.431,6.4544
2023-06-09,보유,녹색 대기,0.6749999999999999,0.6,50,58.7,0.7504,신규 매수,강한 녹색,1,55,0.8307,-0.4224,1.0729,1.5883,1.0729,1.0729,1.3697,-0.2248,5.2433
2023-06-12,보유,녹색 대기,0.6705,0.6,47,58.7,0.7499,신규 매수,강한 녹색,1,54,0.8839,1.5883,0.2279,-0.0429,0.2279,0.2279,0.0882,-1.0093,4.9222
2023-06-13,보유,녹색 대기,0.6735,0.6,49,58.7,0.7408,신규 매수,강한 녹색,1,57,0.8643,-0.0429,0.5999,0.6572,0.5999,0.5999,0.0174,-0.7684,3.2547
2023-06-14,보유,녹색 대기,0.6735,0.6,49,58.7,0.7476,신규 매수,강한 녹색,1,57,0.8643,0.6572,-0.082,-0.1149,-0.082,-0.082,-2.253,0.0797,2.2294
2023-06-15,보유,녹색 대기,0.6735,0.6,49,58.7,0.7808,신규 매수,강한 녹색,1,50,0.8768,-0.1149,-0.4494,-0.6625,-0.4494,-0.4494,-1.0385,1.5167,1.3745
2023-06-16,보유,녹색 대기,0.669,0.6,46,58.7,0.7241,신규 매수,강한 녹색,1,46,0.8299,-0.6625,-0.2004,0.1977,-0.2004,-0.2004,-0.8825,2.3413,2.1149
2023-06-19,보유,녹색 대기,0.6645,0.6,43,58.7,0.7004,신규 매수,약한 녹색,1,43,0.8008,0.1977,0.149,-0.4831,0.149,0.149,-0.7078,3.302,1.975
2023-06-20,보유,녹색 대기,0.669,0.6,46,58.7,0.7426,신규 매수,강한 녹색,1,46,0.8299,-0.4831,-1.6777,-0.8633,-1.6777,-1.6777,0.1211,2.9691,2.0522
2023-06-21,보유,녹색 대기,0.663,0.6,42,58.7,0.6585,신규 매수,약한 녹색,1,39,0.7266,-0.8633,1.1739,0.5258,1.1739,1.1739,1.8673,3.9181,5.0916
2023-06-22,보유,녹색 대기,0.6675,0.6,45,58.7,0.7227,신규 매수,강한 녹색,1,45,0.8198,0.5258,-0.293,0.1458,-0.293,-0.293,0.9612,1.0313,2.5989
2023-06-23,보유,녹색 대기,0.669,0.6,46,58.7,0.6702,신규 매수,강한 녹색,1,47,0.7266,0.1458,-0.0214,-0.1875,-0.0214,-0.0214,2.2537,2.4532,1.7614
2023-06-26,분할 매수,강한 녹색,1,1,52,58.7,0.639,신규 매수,강한 녹색,1,56,0.7026,-0.1875,0.9902,0.6569,0.9902,0.9902,2.3552,2.6783,1.5684
2023-06-27,분할 매수,강한 녹색,1,1,53,58.7,0.7651,신규 매수,강한 녹색,1,60,0.8719,0.6569,0.0306,1.1685,0.0306,0.0306,1.1276,1.9048,-0.8919
2023-06-28,분할 매수,강한 녹색,1,1,49,58.7,0.7223,신규 매수,강한 녹색,1,53,0.7906,1.1685,0.264,-0.4897,0.264,0.264,0.3821,0.7418,-2.6004
2023-06-29,분할 매수,강한 녹색,1,1,46,58.7,0.7068,신규 매수,강한 녹색,1,47,0.7716,-0.4897,0.9782,0.9416,0.9782,0.9782,-1.5036,2.8685,-1.8862
2023-06-30,분할 매수,강한 녹색,1,1,48,58.7,0.7661,신규 매수,강한 녹색,1,52,0.8529,0.9416,0.0751,0.1537,0.0751,0.0751,-2.9042,3.5297,-2.6549
2023-07-03,분할 매수,강한 녹색,1,1,49,58.7,0.721,신규 매수,강한 녹색,1,50,0.8117,0.1537,-0.2182,-0.3054,-0.2182,-0.2182,-2.6983,3.4883,-3.818
2023-07-04,분할 매수,강한 녹색,1,1,50,58.7,0.7305,신규 매수,강한 녹색,1,49,0.8008,-0.3054,-0.72,-1.7497,-0.72,-0.72,-2.021,4.2302,-3.1678
2023-07-05,보유,녹색 대기,0.6599999999999999,0.6,40,58.7,0.6357,신규 매수,강한 녹색,1,45,0.7372,-1.7497,-1.6027,-1.0506,-1.6027,-1.6027,0.1343,2.3402,-1.5397
2023-07-06,보유,녹색 대기,0.657,0.6,38,58.7,0.5895,신규 매수,약한 녹색,1,39,0.6497,-1.0506,-0.4602,-1.1048,-0.4602,-0.4602,3.1424,3.6553,0.0281
2023-07-07,보유,녹색 대기,0.6255,0.6,17,58.7,0.4751,신규 매수,약한 녹색,1,29,0.5409,-1.1048,0.2867,2.0615,0.2867,0.2867,4.0008,4.1391,1.511
2023-07-10,보유,녹색 대기,0.6435,0.6,29,58.7,0.3984,신규 매수,약한 녹색,1,33,0.4779,2.0615,0.4794,0.8423,0.4794,0.4794,4.4911,4.8845,1.6227
2023-07-11,보유,녹색 대기,0.663,0.6,42,58.7,0.4886,신규 매수,강한 녹색,1,45,0.5576,0.8423,1.4705,0.7528,1.4705,1.4705,3.8132,2.6684,1.6448
2023-07-12,보유,녹색 대기,0.6675,0.6,45,58.7,0.6302,신규 매수,강한 녹색,1,45,0.7117,0.7528,1.3457,1.5953,1.3457,1.3457,1.4607,0.5757,1.3198
2023-07-13,분할 매수,강한 녹색,1,1,50,58.7,0.568,신규 매수,강한 녹색,1,54,0.6357,1.5953,0.3666,-0.1367,0.3666,0.3666,-1.5119,-0.7242,-0.9461
2023-07-14,분할 매수,약한 녹색,1,1,43,58.7,0.5036,신규 매수,강한 녹색,1,47,0.5482,-0.1367,0.7403,0.5812,0.7403,0.7403,-0.7638,-2.0818,-1.3004
2023-07-17,분할 매수,강한 녹색,1,1,45,58.7,0.5507,신규 매수,약한 녹색,1,43,0.606,0.5812,-0.1762,-0.3241,-0.1762,-0.1762,-1.3058,-2.823,-1.3115
2023-07-18,분할 매수,약한 녹색,1,1,43,58.7,0.4862,신규 매수,약한 녹색,1,39,0.5352,-0.3241,-0.8004,-0.2267,-0.8004,-0.8004,-0.9075,-3.6406,-1.8064
2023-07-19,분할 매수,약한 녹색,1,1,44,58.7,0.5979,신규 매수,약한 녹색,1,42,0.6497,-0.2267,-1.6241,-1.2824,-1.6241,-1.6241,-1.2066,-3.4487,-2.6242
2023-07-20,보유,녹색 대기,0.6375,0.6,25,58.7,0.3743,홀딩,녹색 대기,0.6,21,0.3693,-1.2824,1.1307,0.4933,1.1307,1.1307,2.8296,-0.271,-1.7006
2023-07-21,보유,녹색 대기,0.642,0.6,28,58.7,0.413,신규 매수,약한 녹색,1,27,0.4698,0.4933,0.192,-0.3688,0.192,0.192,3.3265,-0.2647,-2.3542
2023-07-24,보유,녹색 대기,0.633,0.6,22,58.7,0.3014,홀딩,녹색 대기,0.6,22,0.3091,-0.3688,0.2258,-0.6217,0.2258,0.2258,3.1782,-1.5473,-1.8357
2023-07-25,보유,녹색 대기,0.636,0.6,24,58.7,0.2292,홀딩,녹색 대기,0.6,22,0.206,-0.6217,-1.0948,2.379,-1.0948,-1.0948,3.4505,0.6551,-4.2915
2023-07-26,보유,녹색 대기,0.6255,0.6,17,58.7,0.3026,홀딩,녹색 대기,0.6,16,0.3203,2.379,2.3874,1.3142,2.3874,2.3874,1.9722,-0.4282,-4.8723
2023-07-27,보유,녹색 대기,0.648,0.6,32,58.7,0.2832,신규 매수,약한 녹색,1,28,0.2518,1.3142,1.6209,0.003,1.6209,1.6209,-0.7403,-3.2865,-7.1143
2023-07-28,보유,녹색 대기,0.6675,0.6,45,58.7,0.5752,신규 매수,약한 녹색,1,44,0.6107,0.003,0.0395,1.2265,0.0395,0.0395,-2.2997,-4.7797,-8.4111
2023-07-31,보유,녹색 대기,0.6675,0.6,45,58.7,0.4552,신규 매수,강한 녹색,1,45,0.4633,1.2265,0.5013,-1.1837,0.5013,0.5013,-1.3708,-3.0159,-9.1131
2023-08-01,보유,녹색 대기,0.669,0.6,46,58.7,0.4693,신규 매수,강한 녹색,1,45,0.4742,-1.1837,-2.5025,-1.2183,-2.5025,-2.5025,-3.4527,-3.2548,-7.0326
2023-08-02,보유,녹색 대기,0.642,0.6,28,58.7,0.1721,홀딩,녹색 대기,0.6,22,0.1336,-1.2183,-0.3444,0.16,-0.3444,-0.3444,-1.577,-0.3302,-3.0271
2023-08-03,보유,녹색 대기,0.6525,0.6,35,58.7,0.3027,신규 매수,약한 녹색,1,27,0.2758,0.16,0.0095,-0.0653,0.0095,0.0095,-1.2062,1.2028,-2.1562
2023-08-04,보유,녹색 대기,0.6435,0.6,29,58.7,0.1597,신규 매수,약한 녹색,1,29,0.124,-0.0653,1.0039,-0.6359,1.0039,1.0039,-2.2347,1.2558,-0.7884
2023-08-07,보유,녹색 대기,0.648,0.6,32,58.7,0.1877,신규 매수,약한 녹색,1,27,0.1583,-0.6359,-1.6286,0.2737,-1.6286,-1.6286,-3.2287,1.0254,-1.3584
2023-08-08,보유,녹색 대기,0.642,0.6,28,58.7,0.1248,신규 매수,약한 녹색,1,26,0.0604,0.2737,-0.6015,-1.6237,-0.6015,-0.6015,-2.6357,1.2807,-0.5545
2023-08-09,보유,중립,0.6104999999999999,0.6,7,58.7,-0.1599,홀딩,중립,0.6,6,-0.2896,-1.6237,0.0301,-0.0799,0.0301,0.0301,-2.6357,1.5289,-0.1834
2023-08-10,보유,중립,0.588,0.6,-8,58.7,-0.1568,홀딩,중립,0.6,1,-0.2365,-0.0799,-1.0363,-1.549,-1.0363,-1.0363,-1.083,0.5689,2.2886
2023-08-11,보유,중립,0.5865,0.6,-9,58.7,-0.1737,홀딩,중립,0.6,3,-0.2573,-1.549,-0.0257,0.6696,-0.0257,-0.0257,1.1081,1.9165,3.1348
2023-08-14,보유,녹색 대기,0.6345,0.6,23,58.7,0.2616,신규 매수,약한 녹색,1,36,0.3398,0.6696,-1.0229,-0.7261,-1.0229,-1.0229,-0.0123,1.608,4.7127
2023-08-16,보유,위험 경계,0.5609999999999999,0.6,-26,58.7,-0.3892,홀딩,위험 경계,0.6,-13,-0.4919,-0.7261,-0.5971,0.3355,-0.5971,-0.5971,3.5471,2.9115,6.2726
2023-08-17,보유,위험 경계,0.567,0.6,-22,58.7,-0.4004,홀딩,위험 경계,0.6,-14,-0.5141,0.3355,1.6446,0.107,1.6446,1.6446,1.9178,4.8057,6.6643
2023-08-18,보유,위험 경계,0.5609999999999999,0.6,-26,58.7,-0.4571,홀딩,위험 경계,0.6,-23,-0.6,0.107,1.1584,0.7188,1.1584,1.1584,-0.2848,1.8779,4.3957
2023-08-21,보유,위험 경계,0.5609999999999999,0.6,-26,58.7,-0.4216,홀딩,위험 경계,0.6,-21,-0.5359,0.7188,-1.122,-0.0658,-1.122,-1.122,-1.39,-0.4056,4.471
2023-08-22,보유,위험 경계,0.5595,0.6,-27,58.7,-0.4603,홀딩,위험 경계,0.6,-24,-0.6,-0.0658,2.4887,2.0861,2.4887,2.4887,1.6272,0.5266,5.0054
2023-08-23,보유,위험 경계,0.5775,0.6,-15,58.7,-0.3503,홀딩,중립,0.6,-10,-0.4687,2.0861,-2.145,-2.831,-2.145,-2.145,-0.5803,-3.3247,3.1682
2023-08-24,보유,위험 경계,0.567,0.6,-22,58.7,-0.4391,매도,약한 빨간색,0.2,-29,-0.6703,-2.831,-0.5696,-0.1244,-0.5696,-0.5696,2.0731,-2.8739,4.7456
2023-08-25,보유,위험 경계,0.564,0.6,-24,58.7,-0.4674,홀딩,위험 경계,0.6,-16,-0.6,-0.1244,0.0339,0.9655,0.0339,0.0339,3.8834,-1.3546,5.2987
2023-08-28,보유,위험 경계,0.579,0.6,-14,58.7,-0.2348,홀딩,중립,0.6,-2,-0.2823,0.9655,1.8986,1.0836,1.8986,1.8986,3.9081,-1.204,5.469
2023-08-29,보유,중립,0.594,0.6,-4,58.7,-0.0527,홀딩,녹색 대기,0.6,15,-0.0792,1.0836,0.2526,0.5107,0.2526,0.2526,2.7519,-4.1241,3.643
2023-08-30,보유,중립,0.5955,0.6,-3,58.7,0.0332,홀딩,중립,0.6,9,-0.0229,0.5107,0.4491,1.3455,0.4491,0.4491,1.0608,-3.945,3.7829
2023-08-31,보유,중립,0.6104999999999999,0.6,7,58.7,-0.0037,홀딩,중립,0.6,9,-0.0802,1.3455,1.2052,0.3121,1.2052,1.2052,0.245,-3.4769,3.9974
2023-09-01,보유,녹색 대기,0.6194999999999999,0.6,13,58.7,0.1481,홀딩,중립,0.6,10,0.0411,0.3121,0.06,0.4086,0.06,0.06,-1.8515,-4.6484,2.942
2023-09-04,보유,녹색 대기,0.6194999999999999,0.6,13,58.7,0.1486,홀딩,녹색 대기,0.6,13,0.0776,0.4086,0.7632,-0.5224,0.7632,0.7632,-1.6272,-3.7398,2.0827
2023-09-05,보유,중립,0.606,0.6,4,58.7,-0.0002,홀딩,중립,0.6,9,-0.1172,-0.5224,-1.3866,-0.2176,-1.3866,-1.3866,-2.6786,-4.0915,0.707
2023-09-06,보유,중립,0.585,0.6,-10,58.7,-0.2511,홀딩,중립,0.6,-9,-0.4313,-0.2176,-0.3607,-1.2025,-0.3607,-0.3607,-1.0794,-2.2407,1.8933
2023-09-07,보유,위험 경계,0.5775,0.6,-15,58.7,-0.3142,홀딩,위험 경계,0.6,-13,-0.5151,-1.2025,-0.9265,-0.0948,-0.9265,-0.9265,0.5032,-0.7798,3.4557
2023-09-08,보유,중립,0.582,0.6,-12,58.7,-0.0758,홀딩,중립,0.6,-5,-0.1807,-0.0948,0.2922,-0.2958,0.2922,0.2922,0.2482,-0.7443,5.1729
2023-09-11,보유,중립,0.5985,0.6,-1,58.7,0.1381,홀딩,중립,0.6,12,0.126,-0.2958,-0.3045,-0.331,-0.3045,-0.3045,-1.1607,-1.062,5.442
2023-09-12,보유,중립,0.591,0.6,-6,58.7,-0.0018,홀딩,중립,0.6,3,-0.0365,-0.331,0.2319,1.6446,0.2319,0.2319,-1.0747,-0.023,6.6429
2023-09-13,보유,중립,0.6074999999999999,0.6,5,58.7,0.0901,홀딩,녹색 대기,0.6,16,0.0964,1.6446,1.2364,0.5099,1.2364,1.2364,-2.7374,-0.9408,7.034
2023-09-14,보유,중립,0.6014999999999999,0.6,1,58.7,0.1822,홀딩,녹색 대기,0.6,13,0.1396,0.5099,-1.1988,-2.4906,-1.1988,-1.1988,-5.5354,-3.7413,6.8756
