symbol,rawSymbol,name,exchange,signal,confidenceTier,confidenceRank,setupScore,mirofishAdjustedScore,mirofishBonus,mirofishScore,mirofishLabel,mirofishTone,mirofishDrivers,mirofishMarketScore,lastDate,lastClose,previousDayClose,dayReturn,monthlyReturn,rollingReturn,benchmarkReturn,relativeReturn,firstToLastReturn,targetMonthVolume,previousAverageVolume,recentVolumeRatio,recentVolumeDays,previousCloseHigh,previousMonthClose,volumeRatio,mfi,breakout,aboveTenDayAverage,aboveTrailing3Average,recommendationStage,rollingWindowDays,rollingWindowStartDate,next1mReturn,next3mReturn,next6mReturn,marketCapUsd,marketCapKrw
NUVL,NUVL,"Nuvalent, Inc. - Class A Common Stock",NASDAQ,고확신 1개월 상승 후보,high,2,88,94,6,0.4479,순풍,tailwind,"미국 성장주,전체 합의",50,2026-06-12,123.25,123.45,-0.16,17.14,17.14,0.93,16.21,18.04,87213593,11549361,23.9,5,123.45,105.22,7.55,83.52,false,true,true,confirmed,21,2026-05-14,,,,9736493024,14778925396199
