symbol,rawSymbol,name,exchange,lastDate,lastClose,targetMonthVolume,previousAverageVolume,previousMonthClose,previousMonthReturn,volumeRatio,mfi,monthlyReturn,marketCapUsd,marketCapKrw
MRAM,MRAM,"Everspin Technologies, Inc. - Common Stock",NASDAQ,2026-04-30,18.28,24891505,10610791,8.79,107.96,2.35,95.48,98.7,740005530,1115380735148
